69,69(體位)
washington_(azur_lane),華盛頓（碧藍航線）
algerie_(azur_lane),阿爾及利亞（碧藍航線）
yorktown_(azur_lane),約克鎮（碧藍航線）
ajax_(azur_lane),阿賈克斯（碧藍航線）
surcouf_(azur_lane),surcouf（碧藍航線）
gneisenau_(azur_lane),格奈森瑙（碧藍航線）
duke_of_york_(azur_lane),約克公爵（碧藍航線）
formidable_(timeless_classics)_(azur_lane),令人敬畏的（永恆的經典）（碧藍航線）
illustrious_(morning_star_of_love_and_hope)_(azur_lane),傑出的（愛與希望的晨星）（碧藍航線）
hermione_(azur_lane),赫敏（碧藍航線）
shoukaku_(sororal_wings)_(azur_lane),shoukaku_(sororalwings)_(azur_Lane)
hiei_(azur_lane),hiei（碧藍航線）
albacore_(azur_lane),長鰭金槍魚（碧藍航線）
tosa_(hometown_zest)_(azur_lane),土佐（家鄉熱情）（碧藍航線）
graf_zeppelin_(beachside_urd)_(azur_lane),graf_zeppelin_(beachside_urd)_(azur_Lane)
minneapolis_(azur_lane),明尼阿波利斯（碧藍航線）
neptune_(azur_lane),海王星（碧藍航線）
nagato_(great_fox's_respite)_(azur_lane),長門（大狐狸的喘息）（碧藍航線）
rodney_(azur_lane),羅德尼（碧藍航線）
takao_(school_romanza)_(azur_lane),takao_(school_romanza)_(azur_Lane)
massachusetts_(dressed_to_impress)_(azur_lane),麻塞諸塞州（著裝給人留下深刻印象）（碧藍航線）
unicorn_(the_gift_of_spring)_(azur_lane),獨角獸（春天的禮物）（碧藍航線）
le_temeraire_(azur_lane),le_temeraire_(蔚藍海岸)
richelieu_(fleuron_of_the_waves)_(azur_lane),黎塞留（海浪之花）（碧藍航線）
illustrious_(maiden_lily's_radiance)_(azur_lane),傑出（少女百合的光芒）（碧藍航線）
bremerton_(day-off_date)_(azur_lane),布雷默頓（休息日）（碧藍航線）
hiryuu_(azur_lane),hiryuu（碧藍航線）
littorio_(azur_lane),littorio（碧藍航線）
colorado_(azur_lane),科羅拉多州（碧藍航線）
fubuki_(azur_lane),吹雪（碧藍航線）
glorious_(azur_lane),光榮（碧藍航線）
baltimore_(black_ace)_(azur_lane),巴爾的摩（黑色王牌）（碧藍航線）
montpelier_(azur_lane),蒙彼利埃（碧藍航線）
prinz_eugen_(cordial_cornflower)_(azur_lane),歐根親王（親切的矢車菊）（碧藍航線）
duca_degli_abruzzi_(azur_lane),duca_degli_abruzzi（碧藍航線）
grenville_(azur_lane),葛籣維爾（碧藍航線）
i-26_(azur_lane),i-26（碧藍航線）
suzuya_(azur_lane),鈴屋（碧藍航線）
anchorage_(azur_lane),錨地（碧藍航線）
taihou_(muse)_(azur_lane),太后（繆斯）（碧藍航線）
cheshire_(summery_date!)_(azur_lane),柴郡（夏日約會！）（碧藍航線）
kumano_(azur_lane),熊野（碧藍航線）
shinano_(dreams_of_the_hazy_moon)_(azur_lane),信濃（朦朧月之夢）（碧藍航線）
belfast_(iridescent_rosa)_(azur_lane),貝爾法斯特（彩虹色羅莎）（碧藍航線）
august_von_parseval_(the_conquered_unhulde)_(azur_lane),august_von_parseval（被征服的_unhulde）（蔚藍車道）
souryuu_(azur_lane),souryuu（碧藍航線）
akagi_(paradise_amaryllis)_(azur_lane),akagi_(天堂孤挺花)_(azur_Lane)
chen_hai_(azur_lane),陳海（碧藍航線）
choukai_(azur_lane),choukai（碧藍航線）
dunkerque_(summer_sucre)_(azur_lane),敦克爾克（蘇克雷之夏）（碧藍航線）
fumizuki_(azur_lane),fumizuki（碧藍航線）
dido_(anxious_bisque_doll)_(azur_lane),dido（焦慮的素瓷娃娃）（碧藍航線）
hanazuki_(azur_lane),花月（碧藍航線）
gangut_(azur_lane),甘古特（碧藍航線）
aquila_(azur_lane),天鷹座（碧藍航線）
prinz_eugen_(symphonic_fate)_(azur_lane),歐根親王（交響樂命運）（碧藍航線）
surcouf_(loisirs_balneaires)_(azur_lane),surcouf_(loisirs_balneaires)_(碧藍航線)
edinburgh_(azur_lane),愛丁堡（碧藍航線）
jeanne_d'arc_(azur_lane),jeanne_d'arc（碧藍航線）
mutsu_(azur_lane),陸奧（碧藍航線）
sovetskaya_belorussiya_(azur_lane),sovetskaya_belorussiya_(azur_Lane)
zuikaku_(the_wind's_true_name)_(azur_lane),zuikaku_(風的真名)_(azur_Lane)
z1_leberecht_maass_(azur_lane),z1_leberecht_maass（碧藍航線）
maya_(azur_lane),瑪雅（碧藍航線）
erebus_(azur_lane),艾瑞布斯（碧藍航線）
yamashiro_(summer_offensive?)_(azur_lane),山城（夏季攻勢？）（碧藍航線）
nagara_(azur_lane),長良（碧藍航線）
sims_(azur_lane),模擬人生（碧藍航線）
admiral_graf_spee_(peaceful_daily_life)_(azur_lane),Admiral_graf_spee_(和平的日常生活)_(azur_Lane)
drake_(azur_lane),德雷克（碧藍航線）
le_malin_(mercredi_at_the_secret_base)_(azur_lane),le_malin_(秘密基地的_mercredi)_(azur_Lane)
tashkent_(the_bound_cruiser)_(azur_lane),塔什干（綁定巡洋艦）（蔚藍航線）
terror_(azur_lane),恐怖（碧藍航線）
amagi_(wending_waters_serene_lotus)_(azur_lane),天城（文定水靜蓮花）（碧藍航線）
kongou_(azur_lane),金剛（碧藍航線）
emden_(azur_lane),埃姆登（碧藍航線）
hakuryuu_(azur_lane),白龍（碧藍航線）
leander_(azur_lane),瘦（碧藍航線）
peter_strasser_(azur_lane),彼得•斯特拉瑟（碧藍航線）
charybdis_(azur_lane),charybdis（碧藍航線）
ping_hai_(summer_vacation)_(azur_lane),平海（暑假）（碧藍航線）
prinz_eugen_(profusion_of_flowers)_(azur_lane),歐根親王（繁花似錦）（碧藍航線）
alabama_(azur_lane),阿拉巴馬州（碧藍航線）
avrora_(azur_lane),avrora（碧藍航線）
enterprise_(wind_catcher)_(azur_lane),企業（捕風者）（碧藍航線）
le_malin_(sleepy_sunday)_(azur_lane),le_malin（沉睡的星期天）（蔚藍車道）
reno_(biggest_little_cheerleader)_(azur_lane),雷諾（最大的小啦啦隊長）（碧藍航線）
female_commander_(azur_lane),女指揮官（碧藍航線）
kaga_(everlasting_killing_stone)_(azur_lane),kaga（永恆的殺戮石）（碧藍航線）
ayanami_(niconico)_(azur_lane),綾波（niconico）（碧藍航線）
kronshtadt_(azur_lane),喀琅施塔特（碧藍航線）
shiranui_(azur_lane),不知火（碧藍航線）
baltimore_(muse)_(azur_lane),巴爾的摩（繆斯）（碧藍航線）
le_triomphant_(azur_lane),le_triomphant（碧藍航線）
gneisenau_(nightmarish_succubus)_(azur_lane),gneisenau（噩夢般的魅魔）（碧藍航線）
reno_(reno_bunnino)_(azur_lane),雷諾_(reno_bunnino)_(碧藍航線)
repulse_(azur_lane),擊退（碧藍航線）
saint-louis_(holy_knight's_resplendence)_(azur_lane),聖路易斯（聖騎士的輝煌）（碧藍航線）
shouhou_(azur_lane),守壽（碧藍航線）
hammann_(rebellious_summer)_(azur_lane),哈曼（叛逆的夏天）（碧藍航線）
kinu_(azur_lane),kinu（碧藍航線）
shangri-la_(azur_lane),香格里拉（碧藍航線）
yat_sen_(azur_lane),中山（碧藍航線）
independence_(azur_lane),獨立（碧藍航線）
algerie_(white_sand_paradise)_(azur_lane),阿爾及利亞（白沙天堂）（碧藍航線）
vittorio_veneto_(the_flower_of_la_spezia)_(azur_lane),vittorio_veneto（拉斯佩齊亞之花）（碧藍航線）
hobby_(azur_lane),愛好（碧藍航線）
nuernberg_(azur_lane),紐倫堡（碧藍航線）
chikuma_(azur_lane),chikuma_(碧藍航線)
bismarck_(beacon_of_the_iron_blood)_(azur_lane),俾斯麥（鐵血的燈塔）（碧藍航線）
deutschland_(service_time?!)_(azur_lane),德國（服務時間？！）（蔚藍航線）
tallinn_(azur_lane),塔林（碧藍航線）
u-81_(azur_lane),u-81（碧藍航線）
chen_hai_(vestibule_of_wonders)_(azur_lane),陳海（奇跡前庭）（碧藍航線）
observer_alpha_(azur_lane),觀察者阿爾法（碧藍航線）
sirius_(azur_lane)_(cosplay),天狼星（碧藍航線）（角色扮演）
yuudachi_(shogun_of_snowballs)_(azur_lane),yuudachi（雪球將軍）（碧藍航線）
asuna_(blue_archive),亞絲娜（藍色檔案）
asuna_(bunny)_(blue_archive),亞絲娜（兔子）（藍色檔案）
karin_(blue_archive),卡琳（藍色檔案）
shiroko_(blue_archive),白子（藍色檔案）
hina_(blue_archive),空崎日奈（藍色檔案）
karin_(bunny)_(blue_archive),卡琳（兔子）（藍色檔案）
aru_(blue_archive),陸八魔愛瑠（藍色檔案）
koharu_(blue_archive),小春（藍色檔案）
hoshino_(blue_archive),星野（藍色檔案）
yuuka_(blue_archive),優香（藍色檔案）
sensei_(blue_archive),老師（藍色檔案）
arisu_(blue_archive),天童愛麗絲（藍色檔案）
mutsuki_(blue_archive),陸八魔 亞瑠（藍色檔案）
hifumi_(blue_archive),阿慈谷日富美（藍色檔案）
miyu_(blue_archive),霞澤美遊（藍色檔案）
nonomi_(blue_archive),十六夜野乃美（藍色檔案）
iori_(blue_archive),銀鏡伊織（藍色檔案）
arona_(blue_archive),阿羅娜（藍色檔案）
ako_(blue_archive),天雨アコ（藍色檔案）
hibiki_(blue_archive),貓塚響（藍色檔案）
shun_(blue_archive),瞬（藍色檔案）
azusa_(blue_archive),azusa（藍色檔案）
izuna_(blue_archive),izuna（藍色檔案）
ui_(blue_archive),ui（藍色檔案）
midori_(blue_archive),midori（藍色檔案）
neru_(blue_archive),neru（藍色檔案）
momoi_(blue_archive),桃井（藍色檔案）
shun_(small)_(blue_archive),順（小）（藍色檔案）
kayoko_(blue_archive),kayoko（藍色檔案）
mika_(blue_archive),米卡（藍色檔案）
tsubaki_(blue_archive),椿（藍色檔案）
serika_(blue_archive),serika（藍色檔案）
yuzu_(blue_archive),柚子（藍色檔案）
iroha_(blue_archive),iroha（藍色檔案）
mari_(blue_archive),mari（藍色檔案）
hasumi_(blue_archive),哈蘇米（藍色檔案）
wakamo_(blue_archive),wakamo（藍色檔案）
neru_(bunny)_(blue_archive),neru（兔子）（藍色檔案）
hanako_(blue_archive),花子（藍色檔案）
akane_(blue_archive),茜（藍色檔案）
saori_(blue_archive),沙織（藍色檔案）
peroro_(blue_archive),peroro（藍色檔案）
kazusa_(blue_archive),kazusa（藍色檔案）
sora_(blue_archive),sora（藍色檔案）
haruka_(blue_archive),haruka（藍色檔案）
kokona_(blue_archive),kokona（藍色檔案）
chise_(blue_archive),chise（藍色檔案）
natsu_(blue_archive),natsu（藍色檔案）
mashiro_(blue_archive),mashiro（藍色檔案）
shiroko_(cycling)_(blue_archive),shiroko（自行車）（藍色檔案）
akane_(bunny)_(blue_archive),茜（兔子）（藍色檔案）
tsurugi_(blue_archive),tsurugi（藍色檔案）
shizuko_(blue_archive),靜子（藍色檔案）
eimi_(blue_archive),eimi（藍色檔案）
chinatsu_(blue_archive),chinatsu（藍色檔案）
yoshimi_(blue_archive),吉見（藍色檔案）
ayane_(blue_archive),綾音（藍色檔案）
moe_(blue_archive),萌（藍色檔案）
fuuka_(blue_archive),fuuka（藍色檔案）
junko_(blue_archive),junko（藍色檔案）
haruna_(blue_archive),榛名（藍色檔案）
miyako_(blue_archive),宮古（藍色檔案）
mutsuki_(new_year)_(blue_archive),mutsuki（新年）（藍色檔案）
saki_(blue_archive),saki（藍色檔案）
rin_(blue_archive),rin（藍色檔案）
izumi_(blue_archive),獅子堂泉（藍色檔案）
saya_(blue_archive),沙耶（藍色檔案）
kaede_(blue_archive),楓（藍色檔案）
maki_(blue_archive),maki（藍色檔案）
tsukuyo_(blue_archive),tsukuyo（藍色檔案）
cherino_(blue_archive),cherino（藍色檔案）
chihiro_(blue_archive),千尋（藍色檔案）
hinata_(blue_archive),若葉日向（藍色檔案）
atsuko_(blue_archive),亞津子（藍色檔案）
fubuki_(blue_archive),吹雪（藍色檔案）
hare_(blue_archive),小鉤晴（藍色檔案）
fate/grand_order,命運/大訂單
fate/extra,命運/額外
fate/apocrypha,命運/偽經
jeanne_d'arc_alter_(fate),jeanne_d'arc_alter_(fate)
fate/extra_ccc,命運/額外的ccc
abigail_williams_(fate),阿比蓋爾威廉姆斯（命運）
fate/kaleid_liner_prisma_illya,命運/萬花筒班輪_prisma_illya
jeanne_d'arc_alter_(avenger)_(fate),jeanne_d'arc_alter_(avenger)_(fate)
shuten_douji_(fate),酒吞童子（命運）
cu_chulainn_(fate),cu_chulainn_(命運)
archer_(fate),弓箭手（命運）
minamoto_no_raikou_(fate),Minamoto_no_raikou_(fate)
nero_claudius_(fate/extra),尼祿克勞狄斯（命運/額外）
medusa_(fate),美杜莎（命運）
mordred_(fate/apocrypha),莫德雷德（命運/偽經）
fate/prototype,命運/原型
jeanne_d'arc_(ruler)_(fate),jeanne_d'arc_(統治者)_(命運)
meltryllis_(fate),Meltryllis_(命運)
medusa_(rider)_(fate),美杜莎（騎士）（命運）
miyamoto_musashi_(fate),宮本武藏（命運）
fate/hollow_ataraxia,命運/空心共濟失調
cu_chulainn_(fate/stay_night),cu_chulainn_(命運/留夜)
ishtar_(fate),伊斯塔（命運）
excalibur_(fate/stay_night),excalibur（命運/留宿之夜）
ereshkigal_(fate),ereshkigal_(命運)
gae_bolg_(fate),gae_bolg_(命運)
florence_nightingale_(fate),佛羅倫斯夜鶯（命運）
jack_the_ripper_(fate/apocrypha),開膛手傑克（命運/偽經）
iskandar_(fate),依斯幹達_(命運)
elizabeth_bathory_(fate),伊莉莎白巴托裏（命運）
kama_(fate),卡瑪（命運）
kiyohime_(fate),清姬（命運）
fate/prototype:_fragments_of_blue_and_silver,命運/原型：藍色和銀色的碎片
tomoe_gozen_(fate),tomoe_gozen_(命運)
nitocris_(fate),nitocris_(命運)
artoria_pendragon_(lancer)_(fate),artoria_pendragon_(lancer)_(命運)
katsushika_hokusai_(fate),葛飾北齋（命運）
napoleon_bonaparte_(fate),拿破崙•波拿巴（命運）
bb_(fate/extra),bb（命運/額外）
anastasia_(fate),阿納斯塔西婭（命運）
fou_(fate),fou（命運）
yu_mei-ren_(fate),于美人（命運）
ibaraki_douji_(fate),茨城童子（命運）
elizabeth_bathory_(fate/extra_ccc),伊莉莎白巴托裏（命運/額外的ccc）
mysterious_heroine_xx_(fate),神秘女主xx（命運）
jeanne_d'arc_alter_santa_lily_(fate),jeanne_d'arc_alter_santa_lily_(fate)
fate/extella,命運/extella
artoria_pendragon_(lancer_alter)_(fate),artoria_pendragon_(lancer_alter)_(fate)
ushiwakamaru_(fate),牛若丸（命運）
fate/unlimited_codes,命運/無限代碼
yang_guifei_(fate),楊貴妃（命運）1304
ashiya_douman_(fate),蘆屋鬥滿（命運）
leonardo_da_vinci_(fate),萊昂納多•達•芬奇（命運）
morgan_le_fay_(fate),摩根勒菲（命運）
martha_(fate),瑪莎（命運）
helena_blavatsky_(fate),海倫娜•布拉瓦茨基（命運）
marie_antoinette_(fate),瑪麗•安托瓦內特（命運）
osakabe-hime_(fate),osakabe-hime_(命運)
mysterious_heroine_x_alter_(fate),神秘女主角_x_alter_(fate)
jeanne_d'arc_alter_(ver._shinjuku_1999)_(fate),jeanne_d'arc_alter_(ver._shinjuku_1999)_(fate)
gilles_de_rais_(caster)_(fate),gilles_de_rais（施法者）（命運）
artoria_caster_(fate),artoria_caster_(命運)
koyanskaya_(fate),koyanskaya（命運）
lord_camelot_(fate),卡萊洛特勳爵（命運）
tokitarou_(fate),時太郎（命運）
excalibur_morgan_(fate),excalibur 摩根（命運）
medea_(fate),美狄亞（命運）
zayoi_Sakuya,十六夜咲夜I
touhou_(pc-98),東方_(pc-98)
cookie_(touhou),餅乾（東方）
laevatein_(touhou),laevatein_(東方)
shinki_(touhou),神機（東方）
touhou_tag_dream,東方標籤夢
mima_(touhou),mima_(東方)
yumeko_(touhou),夢子（東方）
reisen_(touhou_bougetsushou),reisen_(東方bougetsushou)
elly_(touhou),elly（東方）
gengetsu_(touhou),幻月（東方）
mai_(touhou),舞（東方）
konngara_(touhou),孔加拉（東方）
mugetsu_(touhou),mugetsu（東方）
yuki_(touhou),由紀（東方）
zombie_fairy_(touhou),僵屍妖精（東方）
four_of_a_kind_(touhou),四種（東方）
ellen_(touhou),艾倫（東方）
kurumi_(touhou),久留美（東方）
touhou_lost_word,東方失語
sariel_(touhou),沙利爾（東方）
meira_(touhou),梅拉（東方）
power_item_(touhou),動力道具（東方）
touhou_gouyoku_ibun,東方gouyoku_ibun
louise_(touhou),路易絲（東方）
otter_spirit_(touhou),水獺精靈（東方）
inaba_mob_(touhou),稻葉暴徒（東方）
rika_(touhou),梨花（東方）
sara_(touhou),薩拉（東方）
kotohime_(touhou),琴姬（東方）
elis_(touhou),伊利斯（東方）
touhou_cannonball,東方炮彈
wolf_spirit_(touhou),狼靈（東方）
kappa_mob_(touhou),河童暴徒（東方）
genjii_(touhou),源氏（東方）
sokrates_(touhou),蘇格拉底（東方）
touhou_danmaku_kagura,東方彈幕神樂
human_village_(touhou),人類村（東方）
shingyoku_(touhou),新玉（東方）
orange_(touhou),橙色（東方）
touhou_hisoutensoku,東方高天速
kikuri_(touhou),菊裏（東方）
eagle_spirit_(touhou),鷹魂（東方）
touhou_bougetsushou,東方報月手
touhou_sangetsusei,東方三月sei
ganyu_(genshin_impact),甘雨（原神）
vision_(genshin_impact),視覺（原神）
lumine_(genshin_impact),熒（原神）
hu_tao_(genshin_impact),胡桃（原神）
zhongli_(genshin_impact),鐘離（原神）
mona_(genshin_impact),莫娜（原神）
keqing_(genshin_impact),刻晴（原神）
aether_(genshin_impact),旅行者（原神）
klee_(genshin_impact),克萊（原神）
venti_(genshin_impact),溫蒂
tartaglia_(genshin_impact),達達利亞（原神）
paimon_(genshin_impact),派蒙（原神）
eula_(genshin_impact),優菈（原神影響）
shenhe_(genshin_impact),申鶴（原神）
xiao_(genshin_impact),魈_(原神衝擊)
barbara_(genshin_impact),芭芭拉（原神）
jean_(genshin_impact),琴（原神）
fischl_(genshin_impact),菲謝爾（原神）
amber_(genshin_impact),安柏（原神影響）
yelan_(genshin_impact),夜瀾（原神）
qiqi_(genshin_impact),七七（原神）
diluc_(genshin_impact),迪盧克（原神）
ningguang_(genshin_impact),凝光（原神）
yoimiya_(genshin_impact),宵宮(genshin_Impact)
kaeya_(genshin_impact),凱亞(genshin_Impact)
lisa_(genshin_impact),麗莎（原神）
albedo_(genshin_impact),阿貝多（原神影響）
noelle_(genshin_impact),諾艾爾（原神）
beidou_(genshin_impact),北斗（原神）
slime_(genshin_impact),史萊姆（原神）
yanfei_(genshin_impact),煙緋（原神）
chongyun_(genshin_impact),重雲（原神）
rosaria_(genshin_impact),羅莎莉亞（原神影響）
xingqiu_(genshin_impact),行秋（原神）
nilou_(genshin_impact),妮露（原神）
xiangling_(genshin_impact),香菱（原神）
hilichurl_(genshin_impact),丘丘人(genshin_Impact)
diona_(genshin_impact),迪奧娜_(genshin_Impact)
scaramouche_(genshin_impact),散兵（原神）
sucrose_(genshin_impact),砂糖（原神）
thoma_(genshin_impact),托馬（原神）
gorou_(genshin_impact),五郎（原神）
razor_(genshin_impact),雷澤（原神）
keqing_(opulent_splendor)_(genshin_impact),刻晴（富麗堂皇）（原神）
sayu_(genshin_impact),早柚（原神）
yun_jin_(genshin_impact),雲堇（原神）
barbara_(summertime_sparkle)_(genshin_impact),芭芭拉（夏日閃耀）（原神）
bennett_(genshin_impact),班尼特（原神影響）
tighnari_(genshin_impact),提納裏（原神）
xinyan_(genshin_impact),辛焱（原神）
jean_(sea_breeze_dandelion)_(genshin_impact),琴_(海風蒲公英)_(genshin_Impact)
collei_(genshin_impact),柯萊（原神）
rex_lapis_(genshin_impact),岩王帝君(genshin_Impact)
signora_(genshin_impact),女士(genshin_Impact)
cyno_(genshin_impact),賽諾（原神）
ningguang_(orchid's_evening_gown)_(genshin_impact),凝光（蘭花的晚禮服）（原神）
dehya_(genshin_impact),迪希雅（原神影響）
fischl_(ein_immernachtstraum)_(genshin_impact),菲謝爾_(ein_immernachtstraum)_(genshin_Impact)
ryu_genshin77,流原心77
kazuha's_friend_(genshin_impact),楓原萬葉（原神）
azhdaha_(genshin_impact),若陀龍王（原神影響）
dainsleif_(genshin_impact),戴因斯雷布(genshin_Impact)
genshin_impact_sticker_redraw_(meme),genshin_Impact 貼紙重繪（模因）
hina_(genshin_impact),希娜（原神）
cloud_retainer_(genshin_impact),留雲借風真君（genshin_Impact）
barbatos_(genshin_impact),barbatos（原神）
cicin_mage_(genshin_impact),cicin法師（原神）
delusion_(genshin_impact),妄想（原神）
dvalin_(genshin_impact),dvalin（原神）
favonius_sword_(genshin_impact),favonius劍（原神）
nameless_bard_(genshin_impact),無名吟游詩人（原神）
abyss_mage_(genshin_impact),深淵法師（原神）
wolf's_gravestone_(genshin_impact),狼的墓碑（原神）
yaoyao_(genshin_impact),yaoyao（原神）
taroumaru_(genshin_impact),芋丸（原神）
mona_(genshin_impact)_(cosplay),mona_(genshin_Impact)_(cosplay)
infection_monitor_(arknights),感染監測器_(arknights)
surtr_(arknights),surtr（明日方舟）
mudrock_(arknights),泥岩（明日方舟）
w_(arknights),w（方舟）
mostima_(arknights),mostima（明日方舟）
suzuran_(arknights),鈴蘭（方舟）
elite_ii_(arknights),精英_ii_(arknights)
angelina_(arknights),安吉麗娜（明日方舟）
nian_(arknights),年（方舟）
saria_(arknights),莎莉亞（明日方舟）
specter_(arknights),幽靈（方舟）
blue_poison_(arknights),藍色毒藥（方舟）
schwarz_(arknights),施瓦茨（明日方舟）
dusk_(arknights),黃昏（方舟）
eyjafjalla_(arknights),艾雅法拉_(arknights)
ifrit_(arknights),ifrit（明日方舟）
platinum_(arknights),鉑金（方舟）
ceobe_(arknights),ceobe（明日方舟）
pramanix_(arknights),pramanix（明日方舟）
blaze_(arknights),烈焰人（明日方舟）
silence_(arknights),沉默（方舟）
rosmontis_(arknights),羅斯蒙蒂斯（明日方舟）
feater_(arknights),羽毛（方舟）
tomimi_(arknights),托米米（明日方舟）
swire_(arknights),太古_(arknights)
eunectes_(arknights),eunectes（明日方舟）
projekt_red_(arknights),項目紅（arknights）
goldenglow_(arknights),Goldenglow（明日方舟）
sussurro_(arknights),sussurro（明日方舟）
blue_poison_(shoal_beat)_(arknights),藍色毒藥_(shoal_beat)_(arknights)
originium_arts_(arknights),源石藝術（方舟）
utage_(arknights),使用_(arknights)
whislash_(arknights),whislash（明日方舟）
magallan_(arknights),麥哲倫（明日方舟）
silverash_(arknights),Silverash（明日方舟）
blemishine_(arknights),瑕疵（明日方舟）
zima_(arknights),齊瑪（明日方舟）
saga_(arknights),傳奇（明日方舟）
la_pluma_(arknights),la_pluma（明日方舟）
rosa_(arknights),羅莎（明日方舟）
shining_(arknights),閃亮（方舟）
ptilopsis_(arknights),ptilopsis_(arknights)
irene_(arknights),愛琳（明日方舟）
mountain_(arknights),山（方舟）
skadi_(waverider)_(arknights),skadi_(waverider)_(arknights)
frostnova_(arknights),霜新星（明日方舟）
sora_(arknights),索拉（明日方舟）
bagpipe_(arknights),風笛_(arknights)
fiammetta_(arknights),菲亞梅塔（明日方舟）
gladiia_(arknights),角鬥士（明日方舟）
jessica_(arknights),潔西嘉（明日方舟）
male_doctor_(arknights),男醫生_(arknights)
gummy_(arknights),軟糖（明日方舟）
texas_(winter_messenger)_(arknights),德州（冬季信使）（明日方舟）
warfarin_(arknights),華法林_(arknights)
aurora_(arknights),極光（明日方舟）
gavial_(arknights),gavial（明日方舟）
talulah_(arknights),talulah（明日方舟）
texas_(willpower)_(arknights),德州（意志力）（明日方舟）
ling_(arknights),玲（方舟）
myrtle_(arknights),桃金娘（明日方舟）
mudrock_(silent_night)_(arknights),泥岩（寂靜之夜）（明日方舟）
frostleaf_(arknights),霜葉（方舟）
grani_(arknights),格蘭尼（明日方舟）
gravel_(arknights),礫石（方舟）
nian_(unfettered_freedom)_(arknights),年（無拘無束的自由）（方舟）
specter_the_unchained_(arknights),幽靈不受束縛（明日方舟）
ch'en_(ageless_afterglow)_(arknights),ch'en_(永恆的餘輝)_(arknights)
vigna_(arknights),維尼亞（明日方舟）
istina_(arknights),伊斯蒂娜（明日方舟）
kroos_(arknights),克羅斯（明日方舟）
thorns_(arknights),荊棘（方舟）
lava_(arknights),熔岩（方舟）
saileach_(arknights),賽利奇（明日方舟）
skyfire_(arknights),天火（方舟）
astesia_(arknights),阿斯特西亞（明日方舟）
croissant_(arknights),羊角麵包（arknights）
franka_(arknights),弗蘭卡（明日方舟）
beeswax_(arknights),蜂蠟_(arknights)
shamare_(arknights),shamare（明日方舟）
robin_(arknights),知更鳥（方舟）
carnelian_(arknights),紅玉髓（明日方舟）
mizuki_(arknights),水木（明日方舟）
originium_(arknights),源石（方舟）
weedy_(arknights),雜草（明日方舟）
provence_(arknights),普羅旺斯_(arknights)
sideroca_(arknights),sideroca（明日方舟）
vermeil_(arknights),朱紅（明日方舟）
ch'en_the_holungday_(arknights),ch'en_the_holungday_(arknights)
ceylon_(arknights),錫蘭（明日方舟）
the_emperor_(arknights),皇帝（方舟騎士）
glaucus_(arknights),格勞克斯（明日方舟）
nightingale_(arknights),夜鶯_(arknights)
surtr_(liberte_echec)_(arknights),surtr_(liberte_echec)_(arknights)
plume_(arknights),羽（方舟）
shaw_(arknights),肖（方舟）
female_tourist_c_(arknights),女遊客_c_(arknights)
whisperain_(arknights),耳語（明日方舟）
ansel_(arknights),安塞爾（明日方舟）
dobermann_(arknights),杜賓犬（明日方舟）
manticore_(arknights),蠍尾獅_(arknights)
matterhorn_(arknights),馬特霍恩（明日方舟）
pallas_(arknights),帕拉斯（明日方舟）
female_doctor_(arknights),女醫生_(arknights)
hibiscus_(arknights),芙蓉（明日方舟）
waai_fu_(arknights),waai_fu_(arknights)
lappland_(refined_horrormare)_(arknights),拉普蘭（精緻的恐怖夢魘）（明日方舟）
morte_(arknights),莫爾（明日方舟）
pinecone_(arknights),松果（明日方舟）
closure_(arknights),關閉（明日方舟）
perfumer_(arknights),調香師（明日方舟）
hung_(arknights),掛（方舟）
beanstalk_(arknights),豆莖（方舟）
meteor_(arknights),流星（方舟）
archetto_(arknights),阿爾切托（明日方舟）
lin_yuhsia_(arknights),林雨霞（方舟）
mayer_(arknights),邁爾（明日方舟）
penguin_logistics_(arknights),企鵝物流（arknights）
eunectes_(forgemaster)_(arknights),eunectes_(forgemaster)_(方舟之夜)
saria_(the_law)_(arknights),saria（法律）（明日方舟）
absinthe_(arknights),苦艾酒（明日方舟）
melantha_(arknights),梅蘭莎（明日方舟）
rope_(arknights),繩索（方舟）
sideroca_(light_breeze)_(arknights),sideroca_(微風)_(arknights)
mon3tr_(arknights),mon3tr（明日方舟）
hoshiguma_(patrolling_ronin)_(arknights),星熊（巡邏浪人）（明日方舟）
mudrock_(obsidian)_(arknights),泥岩（黑曜石）（方舟）
jaye_(arknights),傑伊（明日方舟）
shining_(silent_night)_(arknights),閃耀（寂靜之夜）（明日方舟）
dusk_(everything_is_a_miracle)_(arknights),黃昏（一切都是奇跡）（明日方舟）
hellagur_(arknights),海拉格（明日方舟）
savage_(arknights),野蠻人（明日方舟）
tenzin_(arknights),丹增（明日方舟）
bagpipe_(queen_no._1)_(arknights),風笛_(queen_no._1)_(arknights)
folinic_(arknights),葉酸（明日方舟）
projekt_red_(light_breeze)_(arknights),projekt_red（微風）（arknights）
reed_(arknights),蘆葦（方舟）
scene_(arknights),場景（方舟）
phantom_(arknights),幻影（明日方舟）
bison_(arknights),野牛（方舟）
cardigan_(arknights),開衫（arknights）
theresa_(arknights),特蕾莎（明日方舟）
andreana_(arknights),安德列娜（明日方舟）
tequila_(arknights),龍舌蘭酒（明日方舟）
originium_slug_(arknights),源石蛞蝓（方舟）
cuora_(arknights),庫拉（明日方舟）
kroos_the_keen_glint_(arknights),克羅斯敏銳的閃光（明日方舟）
